GeneID	Bulk RNA-seq IU_Finnerty_Estrus_n1	Bulk RNA-seq IU_Finnerty_Estrus_n2	Bulk RNA-seq IU_Finnerty_Estrus_n3	Bulk RNA-seq IA_Finnerty_Estrus_n1	Bulk RNA-seq IA_Finnerty_Estrus_n2	Bulk RNA-seq IA_Finnerty_Estrus_n3
Gm19557	15	42	54	14	20	4
Slk	3973	4791	6906	2424	3314	2978
Col17a1	34	56	71	16	25	6
NA	0	0	0	0	0	0
Sfr1	3347	3548	5389	3227	3854	3947
Cfap43	1542	1628	2876	9869	13717	18247
Gsto1	15411	35442	40721	5027	3824	5975
Gsto2	48	40	65	79	104	345
Itprip	377	726	757	1281	1249	1486
Cfap58	239	259	469	2073	2717	4300
Sorcs3	131	116	249	163	212	141
Sorcs1	47	19	21	20	17	39
Ins1	0	28	0	0	0	4
AA387883	2	4	0	0	0	2
Xpnpep1	3141	2214	3326	2339	3004	2221
1700054A03Rik	0	2	2	4	2	5
Add3	3789	4840	6325	6286	6389	9781
1700001K23Rik	2	2	2	7	3	0
Mxi1	1906	4067	4189	4455	4434	7241
Smndc1	1414	1402	2202	1374	1640	1693
Mirt1	8	23	39	26	4	53
NA	8	16	25	4	4	22
Dusp5	158	226	356	204	157	218
Nutf2-ps1	335	302	344	340	525	238
Smc3	2992	3255	5213	2814	3606	4122
Rbm20	800	649	1020	818	1513	1289
Pdcd4	6732	7124	9839	6864	7974	10308
NA	8	26	25	5	4	2
Bbip1	809	830	1342	999	1115	1579
Shoc2	3010	3078	4594	2483	3022	3188
Adra2a	1091	691	928	142	280	85
Gpam	5775	4683	7162	4669	7096	6036
Tectb	15	9	14	14	2	15
Gucy2g	265	422	282	89	213	121
Acsl5	2589	2210	3099	2742	2535	2703
Zdhhc6	1589	1572	2319	1492	1835	1920
Vti1a	1596	1614	2493	2733	3012	3069
4930552P12Rik	6	2	2	2	3	6
Tcf7l2	1280	1403	2271	919	1121	1201
Ppnr	2	4	6	7	10	7
D730002M21Rik	0	0	0	0	0	0
Habp2	0	2	2	0	0	2
Nrap	49	34	69	37	55	41
Casp7	1065	1050	1328	734	955	1076
Plekhs1	4251	10091	21237	4619	1512	9899
Dclre1a	792	983	1441	874	838	1253
Nhlrc2	1798	1775	2746	1918	2719	2363
Adrb1	89	84	128	399	352	675
Ccdc186	1228	1525	2217	895	1312	987
Tdrd1	34	27	65	36	27	28
Vwa2	95	271	514	44	66	24
Afap1l2	2012	2778	3771	1810	1646	2738
Ablim1	2032	5499	9279	3663	2849	5088
4930449E18Rik	0	4	4	8	0	6
B230217O12Rik	34	64	112	80	47	104
Fhip2a	2181	2472	4285	1877	2356	2455
Trub1	810	547	1523	755	682	718
6720468P15Rik	4	5	4	8	12	8
Atrnl1	3029	4520	6822	3063	3701	2550
Gfra1	2652	470	446	1159	3115	2097
Gm10007	1	3	4	54	52	163
Ccdc172	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0
Pnlip	10	8	6	20	4	0
1810018F18Rik	0	0	0	0	0	0
Pnliprp1	0	0	0	0	6	36
Pnliprp2	2	10	4	12	24	107
1700019N19Rik	24	2	4	0	6	2
Hspa12a	705	865	1266	1512	1383	2041
Mir3086	0	0	0	0	0	0
NA	4	12	28	44	32	64
Eno4	530	534	1291	4817	5552	8854
Shtn1	1991	2276	3691	1900	2054	2536
Vax1	0	0	0	0	0	0
Kcnk18	0	0	0	0	0	0
Slc18a2	72	54	117	60	64	68
Pdzd8	3119	3196	5042	2929	3917	3598
Emx2os	970	1219	2341	1357	1084	1951
Emx2	5848	6241	11321	6576	6219	9697
2700089I24Rik	5	12	9	3	12	9
Gm19956	0	1	0	0	0	0
Rab11fip2	3167	3326	5315	2323	2951	2976
E330013P04Rik	898	786	1207	2134	3907	3862
Fam204a	787	840	1304	944	1103	1421
Prlhr	0	0	0	0	0	0
Cacul1	2438	2919	4284	2519	3216	3178
Nanos1	70	65	119	48	96	170
Eif3a	14592	14325	21620	9471	15220	12305
Snora19	5	1	1	0	1	0
Dennd10	977	1088	1816	904	1056	1124
Sfxn4	169	250	371	212	277	458
Prdx3	2897	2771	3874	2975	3279	4589
Grk5	352	480	572	240	360	197
Zfp950	1022	1184	1749	734	935	1447
Gm7102	14	9	14	0	10	2
Csf2ra	2510	3149	4856	2115	2337	2747
Gm4242	0	1	1	1	0	0
Gm20762	23	23	53	10	14	22
LOC664787	0	0	0	0	0	0
LOC100038987	0	0	0	0	0	0
Csprs	0	0	0	0	0	0
LOC100039029	0	0	0	0	0	0
LOC100041708	0	0	0	0	0	0
NA	0	0	0	0	0	0
LOC100040974	0	0	0	0	0	0
LOC677525	0	0	0	0	0	0
NA	0	0	0	0	0	0
LOC100503923	0	0	0	0	0	0
LOC100041057	0	0	0	0	0	0
LOC671917	0	0	0	0	0	0
LOC100041877	0	0	0	0	0	0
LOC100041903	0	0	0	0	0	0
Fam171a1	5730	6520	9641	6179	5216	7521
Nmt2	540	666	1017	458	639	669
Rpp38	264	161	411	315	433	395
Acbd7	10	91	64	28	32	72
Olah	15	20	84	0	8	45
Meig1	145	122	325	875	1091	1636
Dclre1c	403	517	882	252	326	327
Phxr1	4	0	4	0	0	0
Suv39h2	103	78	219	77	108	70
Hspa14	1091	890	1555	958	1227	1189
NA	60	86	101	24	55	46
Cdnf	124	179	239	115	111	223
Fam107b	4516	5572	8564	7621	8006	11523
Gm10862	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0
Frmd4a	2166	1271	2021	522	1586	669
Gm13187	6	2	3	5	15	24
Prpf18	1457	1688	2457	1442	1873	2112
Bend7	367	614	642	318	432	674
Sephs1	2137	2389	3886	1987	2267	2622
Phyh	727	1156	1607	718	695	1106
NA	0	0	0	0	0	0
NA	9	19	40	9	14	23
Ucma	0	0	0	0	0	0
Mcm10	68	24	38	20	43	15
Optn	189	303	351	71	81	94
Ccdc3	3283	2120	2451	317	1060	430
Camk1d	854	1136	1812	316	433	316
Cdc123	1626	1796	2649	1655	2081	2436
Nudt5	460	390	606	385	518	446
Gm13199	26	19	48	23	23	27
Sec61a2	715	737	1285	637	744	766
Dhtkd1	158	216	345	131	175	296
Upf2	2030	2590	3582	2873	3806	4388
Proser2	449	686	1138	433	366	807
Gm10857	4	0	2	0	0	4
Echdc3	381	479	718	310	278	643
A230108P19Rik	0	14	6	9	4	3
Usp6nl	4672	4602	8096	4831	6214	5809
Celf2	4298	5388	8183	3064	2784	2814
5031426D15Rik	8	12	4	6	7	6
Gm10855	0	4	4	0	8	0
Gm10115	0	0	2	0	2	0
1700061F12Rik	0	0	0	0	0	0
Gata3	88	92	91	93	112	300
Gata3os	0	0	0	0	0	4
Gata3un	0	0	2	0	0	0
Gm13262	0	0	1	0	0	0
Taf3	574	740	1136	416	570	615
Atp5c1	8114	8061	10971	6448	8154	7843
Kin	489	511	799	377	520	516
Itih2	22	43	85	127	236	342
Itih5	2680	5549	7700	2606	2766	2043
Sfmbt2	66	69	147	170	267	482
Mir669e	0	0	0	0	0	0
Mir669b	0	0	0	0	0	0
Mir466o	0	0	0	0	0	0
Mir467c	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0
Mir467a-1	0	0	0	0	0	0
Mir669a-1	0	0	0	0	0	0
Mir669g	0	0	0	0	0	0
Mir669j	0	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0
Mir669a-4	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0
Mir669a-5	0	0	0	0	0	0
Mir467a-3	0	0	0	0	0	0
Mir669a-6	0	0	0	0	0	0
Mir467a-4	0	0	0	0	0	0
Mir669a-7	0	0	0	0	0	0
Mir467a-5	0	0	0	0	0	0
Mir669p-1	0	0	0	0	0	0
Mir467a-6	0	0	0	0	0	0
Mir669a-8	0	0	0	0	0	0
Mir467a-7	0	0	0	0	0	0
Mir669a-9	0	0	0	0	0	0
Mir467a-8	0	0	0	0	0	0
Mir669p-2	0	0	0	0	0	0
Mir467a-9	0	0	0	0	0	0
Mir466b-2	0	0	0	0	0	0
Mir669a-10	0	0	0	0	0	0
Mir669a-11	0	0	0	0	0	0
Mir467a-10	0	0	0	0	0	0
Mir466b-3	0	0	0	0	0	0
Mir669a-12	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0
Mir466	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0
Mir669m-1	0	0	0	0	0	0
Mir466n	0	0	0	0	0	0
Mir466g	0	0	0	0	0	0
Mir669i	0	0	0	0	0	0
Mir669h	0	0	0	0	0	0
Prkcq	98	135	215	12	3	29
8030442B05Rik	0	4	5	0	2	2
Gm13293	17	25	50	3	4	5
Pfkfb3	7096	6093	14923	1071	3301	1017
Gm10851	2	4	2	2	2	0
Rbm17	2110	2436	3882	2119	2625	3435
Il2ra	45	65	74	25	22	47
Il15ra	161	252	402	164	241	285
Fbh1	3231	3584	4774	2518	3313	3079
Ankrd16	746	794	1380	556	788	897
Itga8	369	924	1067	329	426	233
E030013I19Rik	12	10	6	1	0	0
NA	0	0	0	0	0	0
Mindy3	585	604	873	481	646	538
Pter	440	329	511	402	551	362
C1ql3	21	49	61	8	15	2
Rsu1	3000	3611	5415	2089	2437	1820
Cubn	28	64	64	23	30	52
Trdmt1	327	332	582	571	718	805
NA	23	23	43	84	99	141
NA	0	3	4	3	5	7
Vim	13585	23941	18589	8399	6285	3401
St8sia6	538	484	664	807	1399	590
Hacd1	920	582	1620	422	617	420
Stamos	23	40	49	88	85	233
Stam	1307	1410	2083	1412	1753	1955
Tmem236	4	6	2	0	0	0
Mrc1	1589	1692	1753	591	664	335
Mir511	0	0	0	0	0	0
Slc39a12	40	66	32	2	6	6
Cacnb2	2686	2557	3778	2721	4357	3700
Gm13315	11	1	9	12	34	21
Nsun6	352	433	736	646	683	1125
Arl5b	784	713	1261	1082	1585	1806
Plxdc2	948	2184	2807	1013	1171	933
Gm20038	0	0	0	0	0	1
4930515L03Rik	0	0	0	0	0	0
Nebl	92	131	411	226	333	455
H2al2a	0	0	0	0	0	0
A930004D18Rik	103	53	148	111	135	209
Gm17762	18	10	39	35	20	65
Skida1	231	242	387	251	240	354
Mllt10	1539	1571	2885	1623	1973	1996
NA	15	14	33	24	42	21
Dnajc1	2800	2772	4266	2573	3053	2869
Gm20093	0	0	0	0	0	5
Commd3	2286	2234	3199	1802	2129	1879
Bmi1	2397	2088	3601	1706	2300	2085
Spag6	9	17	25	17	9	37
Pip4k2a	2145	1518	2106	548	794	458
Gm20099	0	0	0	0	0	0
4930426L09Rik	217	132	261	55	90	19
Armc3	314	290	691	2205	2764	4834
Msrb2	2432	1164	1818	2080	3707	2836
Ptf1a	0	0	0	0	0	0
4921504E06Rik	125	18	10	27	94	36
Gm3230	37	62	69	46	33	60
Otud1	718	862	1404	693	652	1395
Gm13363	6	16	34	12	23	11
Gm16495	0	0	0	0	0	0
Etl4	3001	3711	5927	2591	2667	3289
Arhgap21	2242	2636	3733	3310	3762	3591
Gm13375	285	319	417	399	364	442
Enkur	576	536	1230	3948	5030	8794
Thnsl1	405	464	949	903	970	1298
Gpr158	0	0	0	0	0	0
Gm10846	0	0	0	0	0	1
Myo3a	2	2	1	1	0	0
NA	27	23	52	22	9	23
Gad2	242	108	154	3	20	8
Mir3967	0	0	0	0	0	0
Apbb1ip	422	382	452	96	112	79
Pdss1	252	157	344	161	232	129
Abi1	3825	4183	5824	3319	4029	4587
Acbd5	2608	2895	3993	2638	3247	3899
Mastl	999	472	616	182	496	156
Yme1l1	5284	5286	7802	4636	6798	5971
Potegl	0	0	6	0	5	0
Nxph2	8	6	12	2	8	0
Spopl	743	734	1371	424	600	551
Gm13392	11	3	8	31	13	32
Hnmt	1598	1480	2460	603	643	714
Tbpl2	3	8	5	0	0	0
Il36b	216	521	473	16	6	8
Il36g	20	2	2	3	0	0
Il36a	8	27	14	4	0	0
Il36rn	14	20	18	0	0	2
Il1f10	0	0	0	0	0	0
Il1rn	52	101	111	348	162	271
Psd4	664	643	849	390	520	290
Pax8	6366	7454	11001	4774	4885	6280
Gm13417	0	1	2	0	0	0
Cacna1b	0	14	23	4	6	6
Ehmt1	3163	3414	6652	2592	3103	2886
Arrdc1	2269	2605	4716	3045	2699	4593
Zmynd19	542	438	736	384	472	394
Dph7	449	514	833	337	399	546
Mrpl41	1215	798	1289	901	961	886
Pnpla7	634	1297	1157	517	557	929
NA	11	2	10	5	3	4
Nsmf	3951	3976	6337	3631	4443	4370
Entpd8	9	20	17	6	12	8
Noxa1	65	93	149	74	66	75
Nrarp	516	546	760	666	620	562
Tor4a	3684	4155	5318	3768	3940	4897
Nelfb	2577	3145	4252	3431	3785	4874
Stpg3	8	7	5	3	2	11
Fam166a	0	6	6	6	9	13
Tubb4b	10484	7714	13339	45348	41230	52977
Slc34a3	13	7	2	6	6	7
Rnf224	29	6	12	2	2	1
Cysrt1	31	23	41	11	7	13
Rnf208	676	751	1029	533	605	985
Ndor1	2367	2381	3682	1729	2053	2118
Tmem203	462	468	692	441	481	588
Tprn	2339	2679	4401	1266	1447	2821
Ssna1	844	777	1262	855	942	993
Anapc2	4232	4998	6931	4644	5427	6237
Tmem210	4	0	6	2	0	0
Lrrc26	1871	1347	4005	271	198	195
Grin1	76	73	155	14	9	11
Grin1os	58	48	124	7	11	3
AA543186	37	39	70	94	103	165
Man1b1	3586	3943	5441	3465	3863	4116
Dpp7	464	768	896	606	628	658
Uap1l1	970	1488	1495	926	982	1185
Sapcd2	17	8	14	20	25	25
Entpd2	1003	1883	2498	1992	1345	1876
Npdc1	6476	7209	8371	6798	7156	6469
Fut7	10	12	19	0	1	11
Abca2	3765	3800	7766	4388	4479	4328
Mir3087	0	0	0	0	0	0
Clic3	216	146	385	188	281	321
Paxx	820	1042	1726	730	824	1245
Ptgds	223	456	1011	73	79	107
NA	0	0	0	0	0	0
Lcn12	10	27	20	7	5	17
C8g	33	69	140	89	69	123
Fbxw5	2908	2648	4420	2545	2845	2693
Traf2	892	921	1496	1095	1229	1705
Edf1	3800	3718	5835	3254	3660	3045
Mamdc4	188	172	368	177	199	186
Phpt1	1781	1696	2995	1665	1850	2328
Ajm1	216	278	400	66	41	40
Rabl6	3059	2985	4485	3144	3699	3655
Ccdc183	11	8	23	6	12	28
Tmem141	517	561	820	396	409	422
Fcna	31	44	28	19	8	19
Lcn8	0	0	0	0	0	0
Lcn5	0	0	0	0	0	0
Lcn6	0	0	0	0	0	0
Lcn10	0	0	0	0	0	0
Obp2a	0	1	2	4	6	6
Bmyc	514	969	1172	864	746	1369
Obp2b	0	0	0	0	0	1
Lcn3	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0
Gm13539	0	0	0	0	0	0
Glt6d1	0	0	0	0	0	0
Lcn9	0	0	0	0	0	0
Sohlh1	0	3	2	2	4	2
Kcnt1	12	41	124	61	8	275
Camsap1	1778	2231	3318	1301	1988	1769
Ubac1	1033	1023	1759	706	1055	1057
Nacc2	2788	4347	5841	2401	2346	2636
Tmem250-ps	3768	3868	6164	3614	4097	4352
Gm13553	2	0	3	4	4	10
Lhx3	2	0	0	2	4	1
Qsox2	626	551	982	1284	1682	1752
C030048H21Rik	786	812	1841	6195	8432	9088
Ccdc187	611	503	1137	3611	5648	4476
Gpsm1	602	913	1306	358	407	414
Dnlz	1134	1210	1628	1442	1699	1619
Card9	223	318	309	915	1087	609
Snapc4	1087	1090	2192	2203	2831	4334
Entr1	2736	2335	4104	2525	3114	2622
Pmpca	2451	2216	3402	2422	3273	2837
Inpp5e	1226	1538	2340	1931	2074	2550
Sec16a	7355	8316	10331	7054	9837	6919
0610009E02Rik	39	45	73	90	83	160
Notch1	5283	5192	9316	3597	4308	4179
Egfl7	963	1432	2045	493	528	553
Mir126a	2	8	9	1	3	0
Agpat2	708	500	840	420	443	428
Dipk1b	203	318	617	203	150	241
Snhg7	216	296	385	220	174	344
Snora43	18	9	25	18	25	23
Snora17	21	15	26	21	13	18
Snhg7os	4	4	5	0	0	4
Gm2240	20	25	57	7	13	18
Lcn4	0	0	0	0	0	0
Abo	6	8	10	0	0	0
Surf6	1066	1042	1720	809	1172	1101
Med22	2261	2212	3595	1651	1913	1748
Rpl7a	9133	9891	12979	6652	8408	8111
Surf1	1170	1775	2160	1141	1185	2091
Surf2	686	731	1088	432	466	546
Surf4	13591	13905	17547	12861	14735	9142
Stkld1	56	64	114	123	142	250
Rexo4	1767	1538	2579	1656	1944	1937
Adamts13	1	15	7	5	3	9
Cacfd1	2383	3234	3736	2597	3035	3598
Slc2a6	38	43	74	27	18	25
Mymk	174	155	257	23	28	16
Adamtsl2	363	388	418	117	208	15
Fam163b	2	0	4	4	63	26
Dbhos	2	1	2	0	1	2
Dbh	62	8	15	9	150	11
Sardh	2074	1926	3498	1725	2131	1655
Vav2	926	1434	2660	1317	1195	1768
Brd3os	110	123	278	375	345	578
Brd3	3610	3913	5764	2343	3330	3146
Wdr5	1451	1541	2743	2027	2490	2760
Rxra	2833	4144	6221	1124	1212	1960
Col5a1	9256	4506	7167	2477	5317	996
NA	14	7	22	12	6	2
Fcnb	0	0	3	1	7	2
NA	13	46	82	15	10	26
F730016J06Rik	8	27	82	13	10	17
Olfm1	1241	2170	2745	652	454	572
Ppp1r26	416	714	1275	899	905	1561
Pierce1	495	450	812	5467	5588	8542
Mrps2	1063	895	1480	749	1049	847
Gbgt1	491	415	505	121	145	145
Ralgds	3925	4227	5428	5534	6523	6234
Cel	5	2	4	45	101	11
Gtf3c5	1530	1503	2092	2047	2543	2565
Gfi1b	29	29	26	24	202	6
Tsc1	3858	2708	3505	1612	3573	1836
Spaca9	170	254	348	1763	1656	2670
Ak8	144	138	407	2067	2141	4542
Mir3088	0	0	0	0	0	0
Gtf3c4	1905	1900	3286	2220	3011	2908
Ddx31	610	392	772	643	892	912
Barhl1	43	42	41	227	264	282
Cfap77	347	306	643	2393	2948	3974
Ttf1	1112	1199	1728	1528	2150	2322
Setx	4006	4060	6380	3058	5483	4236
Ntng2	339	425	616	120	145	115
6530402F18Rik	223	318	476	113	131	51
Med27	435	319	615	294	383	326
Rapgef1	3814	3827	7015	3673	4773	4461
Gm13547	12	10	28	12	9	7
Trub2	525	470	899	536	563	538
Coq4	559	554	860	910	1077	1273
Slc27a4	1350	1522	2232	1023	1179	1155
Urm1	1243	1519	1916	991	1048	1312
Mir219a-2	0	0	0	0	0	1
2600006K01Rik	31	34	63	24	20	9
Cercam	826	1050	1541	462	468	353
Odf2	1997	2289	3840	5846	6729	8142
Gle1	1471	1690	2519	1769	2087	2719
Sptan1	15107	17228	26692	25739	33658	33236
Dync2i2	1068	1250	2152	3614	4130	6442
Set	7291	6039	10727	7272	8499	7562
Pkn3	303	375	511	183	238	186
Zdhhc12	639	560	782	718	879	724
Zer1	2089	3050	4054	2197	2540	2989
Tbc1d13	2085	2029	2926	1385	1715	1677
Endog	510	501	1044	3212	2989	6455
Spout1	639	632	1110	838	916	903
Kyat1	962	988	1455	869	892	967
1700084E18Rik	11	14	24	6	7	26
Lrrc8a	1765	2230	2802	1100	1715	1169
Phyhd1	502	1473	1437	294	208	364
Dolk	446	525	747	501	497	549
Nup188	1743	1768	3058	1831	2405	2075
Sh3glb2	4125	4488	7152	5326	6114	5748
Miga2	1626	1474	2308	1528	1898	1687
Dolpp1	1115	768	1227	742	1238	721
Crat	1770	2434	2969	1331	1701	1657
NA	26	33	38	5	10	21
Ptpa	4881	5299	7460	4793	5487	5611
Ier5l	375	725	979	230	186	228
Cstad	29	116	70	14	12	10
Gm14486	0	6	7	32	30	48
Gm14488	25	67	108	143	118	283
Mir3089	2	0	1	3	0	0
1700001O22Rik	726	706	1144	431	463	457
Ntmt1	926	1045	1464	629	753	739
Asb6	1007	882	1520	892	918	850
Prrx2	1507	1291	1555	1122	883	608
Ptges	408	571	708	359	434	127
Tor1b	2740	3222	4380	2466	2769	2953
Tor1a	952	1052	1519	729	814	991
BC005624	1877	2307	3554	4553	4997	7399
Usp20	1511	1641	2359	1400	1594	2006
Fnbp1	4128	6309	8570	3152	3490	3435
D330023K18Rik	66	101	166	83	108	136
Gpr107	2784	3177	4491	2744	3076	3110
Ncs1	988	1059	2113	2135	2466	3344
Hmcn2	1957	1257	2815	1128	2032	833
Ass1	1513	1798	3070	2278	1527	4331
NA	2	5	13	0	2	16
Fubp3	2664	2683	4460	1833	2758	2545
Gm13425	0	0	0	0	0	0
Prdm12	0	0	0	0	0	0
Exosc2	657	467	1060	579	730	743
Abl1	5850	8168	12065	4800	5109	6334
Qrfp	6	17	15	11	15	8
Fibcd1	2	1	0	2	0	0
Lamc3	579	439	609	76	157	63
Aif1l	108	148	228	72	60	50
Nup214	2044	2316	3725	2221	2483	2738
Gm16534	25	27	78	34	35	43
Fam78a	43	39	100	18	41	18
Plpp7	173	266	334	313	353	427
Prrc2b	19787	19035	28576	14871	21506	17397
Pomt1	1163	905	1442	908	1133	968
Uck1	1618	1378	2366	2350	2859	3486
Swi5	5333	4193	6598	7462	7965	9509
Golga2	4991	5398	7517	4567	5802	6970
Dnm1	1332	757	1357	548	787	490
Mir199b	0	0	0	0	0	0
Ciz1	2904	2913	4397	2891	3267	3511
Bbln	1538	754	1141	965	1297	548
Lcn2	12407	16853	4655	14250	19579	12199
Ptges2	941	681	1055	1089	1321	1152
Slc25a25	587	685	1360	844	938	856
Naif1	160	218	273	177	198	225
Eeig1	5335	5713	8157	5574	5624	5739
Dpm2	1317	1457	1842	1285	1502	1356
Pip5kl1	3	0	7	4	5	8
St6galnac4	350	481	756	160	215	95
St6galnac6	818	1179	1728	510	476	276
Ak1	1284	1277	1829	4384	4383	6692
Eng	2775	3081	3938	1428	1791	973
Mir1954	2	0	0	0	0	0
Fpgs	1304	936	1925	622	779	602
Cdk9	2827	2918	4511	2856	3127	4054
Mir2861	7	8	12	4	4	6
Mir3960	33	55	68	66	29	55
Sh2d3c	318	541	810	298	262	315
6330409D20Rik	4	2	4	2	4	2
Tor2a	1086	1039	1797	1214	1176	1071
Ttc16	348	353	787	4033	4385	4838
Ptrh1	145	153	180	277	308	231
Cfap157	213	228	607	2496	2742	5267
Stxbp1	823	1245	1674	649	667	775
Niban2	6011	8050	11116	6080	7161	9574
Lrsam1	872	1133	1719	1218	1394	1626
Rpl12	18050	16048	24757	10843	12809	13591
Snora65	130	65	147	62	88	64
Slc2a8	447	801	808	470	534	707
Garnl3	152	248	341	220	202	290
Ralgps1	418	464	739	499	784	609
Angptl2	1393	5482	4493	2529	2000	2866
Zbtb34	758	765	1021	450	592	605
Zbtb43	978	1075	1510	1020	1304	1558
Lmx1b	0	0	2	2	0	0
C130021I20Rik	2	4	2	0	4	1
Mvb12b	2413	2864	5094	2911	3564	3334
Nron	2	0	9	5	2	0
NA	12	39	58	26	21	75
Pbx3	875	979	1307	824	945	1080
C79798	0	0	2	0	4	2
Mapkap1	2003	1962	3257	1992	2417	2464
Gapvd1	3722	3798	5602	3825	5000	5102
Hspa5	32081	40624	37596	39318	49009	27686
Rabepk	733	618	987	765	926	629
Fbxw2	2211	2621	3800	1748	2010	2297
Psmd5	1735	1562	2569	1645	2354	2320
Cutal	290	354	372	296	598	591
Phf19	115	88	121	37	115	67
Traf1	959	754	875	67	141	133
Hc	2	6	34	23	31	30
AI182371	22	25	50	27	27	45
Cntrl	1773	1766	2905	2893	3787	4110
Rab14	7240	7193	11173	5843	7380	7421
Gm13605	0	4	2	5	4	19
Gsn	39361	72368	88445	28568	27622	26957
Stom	3603	5979	8300	5324	4600	7370
4930568D16Rik	0	0	0	0	0	0
4930402F06Rik	5	0	0	0	2	0
Ggta1	6245	5241	7020	623	1657	1055
Gm13446	49	18	61	6	27	0
Dab2ip	4741	5537	8282	3687	4029	4295
Ttll11	87	49	141	122	178	232
9030204H09Rik	0	0	0	0	0	0
NA	0	4	0	0	4	0
NA	0	0	0	0	0	0
Ndufa8	245	223	339	188	285	252
Morn5	168	104	180	1049	1256	1631
Lhx6	85	106	164	240	177	338
Rbm18	1294	1349	1909	982	1418	1585
Mrrf	683	886	1221	579	712	952
Gm13431	9	6	12	0	0	7
NA	36	34	55	7	8	20
Ptgs1	919	1535	2886	2304	1315	3113
Or1j10	0	0	0	0	0	0
NA	12	5	23	11	16	7
Or1j11	0	0	0	0	0	0
Or1j12	0	0	0	0	0	0
Or1j13	0	0	0	0	0	0
Or1j14	0	0	0	0	0	0
Or1j15	0	0	0	0	0	0
Or1j16	0	0	0	0	0	0
Or1j17	0	0	0	0	0	0
Or1j18	0	0	0	0	0	0
Or1j19	0	0	0	0	0	0
Or1j21	0	0	0	0	0	0
Or1j1	0	0	0	0	0	0
Or1j4	0	0	0	0	0	0
Or1n1	0	0	0	0	0	0
Or1j20	0	0	0	0	0	0
Or1n1b	0	0	0	1	0	0
Or1n2	0	0	0	0	0	0
Or1l8	0	0	0	0	0	0
Or1ak2	0	0	0	0	0	0
Or1q1	0	0	0	0	0	0
Or12k5	0	0	0	0	0	0
Or12k7	0	0	0	0	0	0
Or12k8	0	0	0	0	0	0
Or1b1	0	0	0	0	0	0
Or1l4	0	0	0	0	0	0
Or1af1	0	0	0	0	0	0
Or7c74	0	0	0	0	0	0
Or5c1	0	0	0	0	0	0
Pdcl	1460	1691	2209	1755	1894	2130
Rc3h2	2345	2096	3543	1998	3099	2902
Snord90	0	0	0	0	0	0
Zbtb6	878	909	1464	772	998	1030
Zbtb26	605	573	1171	456	612	829
Rabgap1	2883	3548	5307	3324	4073	4333
Gpr21	26	27	58	100	88	145
Strbp	2106	2174	3733	6834	7738	10578
Crb2	325	361	586	225	177	304
Dennd1a	1995	2405	3845	2191	2269	2200
Lhx2	2	2	0	2	0	2
Nek6	615	556	729	209	303	140
Psmb7	2827	2370	3711	2760	3214	3039
Nr5a1	145	12	4	2	6	18
Nr6a1	266	556	797	722	635	971
Mir181a-2	3	2	1	0	0	0
Mir181b-2	0	0	0	0	0	0
Olfml2a	846	1941	2506	3393	2387	6463
Wdr38	97	109	219	602	738	1214
Rpl35	10567	10546	16546	7199	7940	8780
Arpc5l	2154	1809	2813	1726	2018	1906
Golga1	1825	1908	2935	2323	2898	2891
Scai	982	1253	2017	902	1153	1171
Gm16523	0	2	0	2	2	3
Ppp6c	1559	1620	2312	1378	1913	1854
Lrp1b	4	0	2	2	0	2
Kynu	8	8	13	6	0	2
Arhgap15	80	105	149	19	29	53
Arhgap15os	0	0	0	0	0	0
Gtdc1	441	597	749	319	329	383
Zeb2	2203	2043	3090	618	932	433
Mir5129	0	0	0	0	0	0
Zeb2os	57	63	96	17	34	24
1700019E08Rik	0	0	0	0	0	0
NA	0	0	0	0	0	0
Acvr2a	2236	2411	3283	2679	3057	2879
Orc4	1318	1229	2278	1000	1339	1280
Mbd5	1505	2022	2941	1228	1442	1291
Epc2	2148	2539	3962	2008	2525	3165
Kif5c	11947	6434	12019	1078	2440	1527
Lypd6b	835	1317	2270	773	593	826
Lypd6	80	110	334	284	304	306
Mmadhc	1896	1836	2541	1794	2346	2181
Gm13483	2	5	3	7	4	11
Gm13498	6	4	12	5	6	15
Rnd3	3176	2446	3314	845	1315	1135
Gm13497	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0
Gm13490	0	0	0	0	0	0
Rbm43	873	1083	1510	1305	1491	2039
Nmi	1013	1187	1627	591	596	563
Tnfaip6	101	72	136	23	28	4
Rif1	1632	1660	3327	1789	2505	2319
Neb	115	104	163	88	186	64
4930573O16Rik	0	0	0	0	0	0
Arl5a	3708	3784	4786	2487	3091	2886
Cacnb4	369	594	943	551	441	935
Bloc1s2-ps	8	15	17	16	10	18
Stam2	2526	2794	3978	3075	3813	3833
Fmnl2	1577	2315	3379	1568	2088	1753
Prpf40a	3398	2891	4704	2827	4047	3736
Arl6ip6	837	837	1286	658	879	935
Rprm	2007	2180	2118	1299	1415	459
